,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.023523496367761614,13.709190768909213,1.6772007071264272,219586048.0,3948118827.9867473
1,1,1,1,1,0.02558580500477864,7.849541623776666,1.7161209788289298,204849982.0,3648081714.8100142
2,2,2,2,2,0.019360283369310897,8.179561564018549,1.5897535696138074,233521682.0,4220160038.638123
3,3,3,3,3,0.017334618956563314,7.200115109774835,1.6328432638163006,222235390.0,3990946264.8431716
4,4,4,4,4,0.023939526410612057,7.709838186678778,1.8260273899333865,178313250.0,3120906254.4780803
5,5,5,5,5,0.06049540518764612,7.040070404341103,1.5977855565802985,231105014.0,4169333324.6982765
6,6,6,6,6,0.0036226767096287226,5.475713784581047,1.656294125457114,216145756.0,3869525698.9739695
7,7,7,7,7,-0.05859443362266964,5.981565501634548,1.6216924327157571,224159700.0,4030585879.362165
8,8,8,8,8,-0.022418617482334646,6.8233330043380365,1.7411852888763144,199354330.0,3539952186.7989464
9,9,9,9,9,-0.039505386755046126,6.440015989806407,1.6529294359021016,218006488.0,3909362818.354607
10,10,10,10,10,-0.0523539326467876,6.235639642631076,1.6833913061910144,210740238.0,3763199697.8898635
11,11,11,11,11,-0.024526341322571518,6.614852540606267,1.641514068502158,219301068.0,3933196094.505174
12,12,12,12,12,-0.07144392792942689,6.9226790823946045,1.683741244551668,209397952.0,3735900283.445017
13,13,13,13,13,-0.04576991960102246,6.425329759827278,1.6047549748404148,228200900.0,4109938806.9073496
14,14,14,14,14,-0.03130587723552393,6.1148727986525655,1.6453152923538736,221492424.0,3981528234.606265
15,15,15,15,15,-0.022915355028107886,6.9104622809902745,1.71252376784007,205008622.0,3650820120.5642548
16,16,16,16,16,0.011929363293069506,7.377290044513707,1.5982982435994735,230755424.0,4162346423.0700884
17,17,17,17,17,0.08556310156283901,7.134136794958396,1.5310032923652055,246241392.0,4472350255.355841
18,18,18,18,18,-0.05220437045326014,6.155103145812043,1.6462642627768187,217547132.0,3895894595.3029633
19,19,19,19,19,0.010184570125047414,2.4180741298870294,1.6225321344579082,223555980.0,4018018729.9206815
20,20,20,20,20,0.0005101820890235458,0.14398110182232798,1.53344743011721,252337566.0,4604124082.614025
