,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.16334904625855465,20.912964308387405,1.6597144529290142,226133876.0,4081364388.2113304
1,1,1,1,1,-0.3019039226810452,26.16392178081753,1.3285924082478766,386471486.0,7476690764.510108
2,2,2,2,2,-0.195224065108578,13.592376150429663,1.636566832753828,232068626.0,4203313266.7262487
3,3,3,3,3,-0.17017700562478472,14.250499790483437,1.6999480662325208,217974644.0,3920395342.4504995
4,4,4,4,4,-0.6048509105802861,24.205305628565586,0.9059196023785693,461828860.0,8940733561.853767
5,5,5,5,5,-0.25546283473917186,16.113929985641892,1.4689187729958177,283928080.0,5259307135.205945
6,6,6,6,6,-0.024979194536462208,9.56034502158881,1.5648558395629697,248065748.0,4522189414.723107
7,7,7,7,7,-0.26953149961534845,17.00538843246693,1.6168861666433731,231424260.0,4185246992.636995
8,8,8,8,8,-0.15562451435151498,11.840808783258085,1.6453282322183125,227943132.0,4117819218.69825
9,9,9,9,9,-0.1749707221481534,12.3735229708577,1.6498527329349528,224151938.0,4038439746.490898
10,10,10,10,10,0.19600190421019345,8.36892363410947,1.1585348432025613,368541216.0,6995963940.644508
11,11,11,11,11,-0.14362458330380096,10.109122114837039,1.6378209748819095,228090618.0,4119816759.0107503
12,12,12,12,12,0.12493252323983235,11.448119094694409,1.5943440542606402,231680804.0,4181960679.774117
13,13,13,13,13,0.012384755806201594,11.872438494526234,1.5717311571558976,238140056.0,4314052420.406192
14,14,14,14,14,-0.004874630332134413,10.040257176175913,1.7108712250297795,205692474.0,3664184478.737949
15,15,15,15,15,-0.1010502272065144,10.574669247281383,1.7083886097457368,207792516.0,3709200648.182387
16,16,16,16,16,-0.16858423675392348,14.154449940235127,1.6470899404798762,226746926.0,4090843590.8712816
17,17,17,17,17,-0.1490302206680112,11.977677595704842,1.7086961994413508,212085896.0,3799493774.718198
18,18,18,18,18,-0.01831940676300473,12.835230016624793,1.6620106952062572,216558748.0,3880561238.160584
19,19,19,19,19,0.05160354655384795,5.540875515404529,1.322503119784629,312016548.0,5826252457.675995
20,20,20,20,20,0.0008758314877240426,0.10298507063237283,1.483396084280013,284194656.0,5283618639.479677
