,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.02169330087055657,9.524738293934373,1.6956529805495792,1776434966.0,35454116430.47727
1,1,1,1,1,-0.007651806579721953,10.19988006480715,1.6439087878453122,1879920242.0,37743551424.22775
2,2,2,2,2,0.007704276766380561,9.533027652775868,1.6464998920738214,1879876502.0,37741409400.818085
3,3,3,3,3,-0.004398235998331739,10.095144607998392,1.6225044516053806,1928658258.0,38822973983.55832
4,4,4,4,4,-0.00533707762489114,8.903989161909486,1.5226975349676979,2166265400.0,44136586761.17328
5,5,5,5,5,0.03273022587730117,11.238730717623667,1.2281479324976403,2901100372.0,60815665847.221085
6,6,6,6,6,0.006770839601685497,8.134866074811463,1.622834326551591,1925341258.0,38745163170.166794
7,7,7,7,7,0.014378953332627824,8.7352532271861,1.4802646812479476,2227958060.0,45497550602.07857
8,8,8,8,8,0.014624944849714659,10.998828096326218,1.624958285483708,1938312076.0,39052421520.6496
9,9,9,9,9,0.04174426406729773,11.285372777821276,1.4989751127988558,2197892602.0,44835389562.40949
10,10,10,10,10,0.09644467010010653,8.609895255904723,1.361489614884206,2504152954.0,51721627815.31558
11,11,11,11,11,0.03042226335975885,16.334409836833,1.6496697780490188,1872575888.0,37577104296.60585
12,12,12,12,12,0.01805124971646957,12.150497406699385,1.6298500751270324,1925866736.0,38771265846.73194
13,13,13,13,13,0.017958194136894614,13.826246486428769,1.572645768950086,2031984728.0,41114382499.45997
14,14,14,14,14,0.037453356767681384,12.501639330512733,1.5349627711596923,2103583202.0,42703670466.63089
15,15,15,15,15,0.019032848379082243,12.260556575565861,1.6402220014577271,1897007992.0,38131986273.10095
16,16,16,16,16,0.001832171882768798,10.11300741839193,1.7102614370636948,1756118328.0,35010782832.66085
17,17,17,17,17,0.038060432160264786,12.198165973864652,1.6008223327956916,1993634738.0,40296431661.66908
18,18,18,18,18,0.019083577529841446,13.030331274995762,1.582245210480147,2022627108.0,40919966317.93798
19,19,19,19,19,0.011931222309530785,5.694909446515883,1.424907001956693,2326271524.0,47655014100.4666
20,20,20,20,20,1.7856323795845127e-05,0.11503838805928128,0.9730495907534341,4684604404.0,103509985997.02487
