,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.0003576928164861453,8.370442826646379,1.650001204193621,1867713256.0,37467252135.788895
1,1,1,1,1,-0.0014770401162060589,9.090530347411232,1.6418999316504594,1910541940.0,38440528101.355774
2,2,2,2,2,-0.0007706587808771223,7.405151006009874,1.47389742395466,2270471292.0,46470894199.145256
3,3,3,3,3,-0.005157694667085327,8.981040111146132,1.6088360452593014,1970898194.0,39767997298.0217
4,4,4,4,4,-0.010035495205361648,6.288953829220457,1.4684236784287514,2267683690.0,46393124891.0497
5,5,5,5,5,-0.013661244326863142,8.203502373964486,1.547222269289638,2089004532.0,42387374750.073715
6,6,6,6,6,-0.027191801813620502,7.625507084175628,1.5719713243877944,2039978318.0,41309223997.965004
7,7,7,7,7,0.018827538576398625,7.277534832552647,1.5344937816507374,2130034626.0,43327042947.8059
8,8,8,8,8,-0.0061233976215190064,8.071006053263963,1.5883150311073544,2022726262.0,40937451972.40096
9,9,9,9,9,0.00395170497361546,7.809235833969381,1.5026257648443924,2205527064.0,45010767510.00106
10,10,10,10,10,0.007179299623729735,9.4676707189998,1.250425213111614,2768883456.0,57678697612.97903
11,11,11,11,11,0.01072448747261178,7.720727789595918,1.5071332796252188,2184332778.0,44531004242.85885
12,12,12,12,12,0.0021089079930389533,9.217611371620324,1.501601719033248,2203780166.0,44962484976.12499
13,13,13,13,13,-0.010108024758249649,9.356247156315641,1.4838228086193737,2265403550.0,46382417643.468704
14,14,14,14,14,0.025852220243487947,9.848678436501237,1.488637017433778,2245249790.0,45907995233.21995
15,15,15,15,15,0.036933832068788607,13.123754950878975,1.5690568550190147,2062691630.0,41820110381.3779
16,16,16,16,16,-0.0197076710446804,7.5749655784876415,1.5218609766840445,2171428588.0,44264691606.16701
17,17,17,17,17,-0.009349686107282236,8.416925233865243,1.5631170538515484,2081491138.0,42247789628.43545
18,18,18,18,18,0.012194009232263645,9.674414233624752,1.4235481699052508,2398149646.0,49355544604.02253
19,19,19,19,19,-0.05006777701442122,6.2457765013334425,1.305436849044411,2677250010.0,55650987133.44026
20,20,20,20,20,0.0020684654168432546,0.17998143213164386,1.386768228283957,2712299490.0,56647410642.6467
