,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,-0.0183571359020194,8.92697597572243,1.3752982795524504,2490831570.0,51418881666.373276
1,1,1,1,-0.02448066687208357,9.486503005025053,1.6215176963012805,1931005860.0,38870793621.84671
2,2,2,2,-0.022052831472760662,9.00310265120589,1.6178554033253894,1938922938.0,39051504044.36034
3,3,3,3,-0.025847830947304248,9.790402091177727,1.5001036501564289,2185883626.0,44547566944.580055
4,4,4,4,-0.009631653248742909,9.9525700060292,1.4798187835462868,2221550358.0,45333317495.145134
5,5,5,5,0.02639892685313177,7.982086545854089,1.593778806427411,1985701414.0,40084943582.728516
6,6,6,6,-0.013321853852151195,7.289577066324218,1.5838241261495674,2010152918.0,40641689281.34043
7,7,7,7,-0.08343177641708746,8.057830250802033,1.2311330716163256,2853319062.0,59690952602.18368
8,8,8,8,0.023469086012608026,9.223432370369016,1.5806920178079842,1995737438.0,40293598664.12142
9,9,9,9,-0.003509044766146919,9.12148800098331,1.6808451979699592,1808281726.0,36158070396.12395
10,10,10,10,-0.003120792783508617,7.393454755090412,1.6434251640352817,1885781608.0,37868407442.79953
11,11,11,11,-0.00975156244038216,10.69349041013385,1.3435991152930318,2570070480.0,53222325692.5435
12,12,12,12,0.05464038630072487,11.62792866435182,1.5888096834349548,1999594642.0,40398954220.01208
13,13,13,13,0.005415297703811195,12.62172698792818,1.6605565258536414,1843390376.0,36924708778.009
14,14,14,14,0.07091556600119027,14.319044807084953,1.6235633923285653,1913573626.0,38477331585.14053
15,15,15,15,0.038753452801879584,12.06599808103992,1.668312984865401,1831551644.0,36667586721.443054
16,16,16,16,-0.011195153502411943,9.154961082087926,1.636925624733496,1895284204.0,38078989919.51171
17,17,17,17,-0.008301310067343009,9.47645461915172,1.7039757980177093,1765656546.0,35220540390.228226
18,18,18,18,0.012264292223482484,11.896051982639966,1.6395796096852973,1888012212.0,37916907534.44167
19,19,19,19,-0.012643678016209851,8.190244142282616,1.4879740881271162,2194651882.0,44727918992.60479
20,20,20,20,2.7499222804512475e-05,0.049496765287433235,1.2593866049077174,2944961894.0,61896761940.56236
