,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,-0.011643716940654608,7.663750337350253,1.4264704641976405,2381210936.0,48965316285.36218
1,1,1,1,0.031241725979241217,7.662723664741589,1.5132929992636712,2204699740.0,45029785608.05719
2,2,2,2,0.03217448054229535,11.649921815765142,1.4594288101205248,2310864206.0,47388057081.28265
3,3,3,3,0.03740378989495327,10.816884540859,1.4618285422961819,2306949754.0,47303575095.87541
4,4,4,4,0.025616622529093414,7.567612637025813,1.6192298454321492,1951663620.0,39347770625.67658
5,5,5,5,0.01984061389472489,11.1964605416377,1.5218401451381711,2156439674.0,43911289508.77647
6,6,6,6,0.028266782692288068,10.16196987468102,1.5088852199778244,2171567760.0,44228757751.87196
7,7,7,7,0.05500258088248505,9.830157470802627,1.4469977507995606,2322980438.0,47650404289.44171
8,8,8,8,0.0005672582063599862,11.885796311811564,1.5254306809582172,2152656894.0,43836715762.2393
9,9,9,9,0.013868601066054984,11.443427373818405,1.4043255268123742,2434315694.0,50158053351.62108
10,10,10,10,-0.02371948087964221,8.179220400342523,1.1762839701640955,3097396972.0,65421585927.19835
11,11,11,11,-0.04469749365755776,11.961901128988533,1.2493460402374168,2926510134.0,61492184705.90594
12,12,12,12,-0.017255393360879143,12.121555995319898,1.4819978727474863,2259997098.0,46254690895.72179
13,13,13,13,0.017193098312738936,12.309154141895466,1.3632479819746757,2549054688.0,52762425361.471214
14,14,14,14,0.021721476348346327,13.317942460602865,1.4392835196331852,2382640476.0,49028939099.52385
15,15,15,15,0.03729720465459888,15.178727278949845,1.452360397732548,2320184160.0,47589791196.76253
16,16,16,16,0.0257484992739789,12.562589172977452,1.474259540890744,2270114606.0,46459434328.19305
17,17,17,17,-0.0027255919500430896,12.196327335616793,1.4777289446890627,2259401684.0,46225344385.95594
18,18,18,18,0.0910689502081121,13.788345299065721,1.2965501296774429,2719554350.0,56636163901.320526
19,19,19,19,0.004730004880213053,2.8976466588539203,1.3718134625381304,2497282660.0,51580905121.48247
20,20,20,20,9.342583033139756e-05,0.06251003254399044,1.4811277909758518,2469499332.0,51163056311.666985
