,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0.09042127753717373,10.857519541227713,1.2590577522247015,2770694996.0,57759829664.55213
1,1,1,1,0.43638197479665575,19.294735645183447,0.9528177538426892,3800675594.0,81593368377.70865
2,2,2,2,0.14511668232941513,11.612088745726185,1.1595114257474675,3137670560.0,66347186803.8883
3,3,3,3,0.1749270234291727,12.18175507660167,1.114135970277359,3332216974.0,70863462755.84781
4,4,4,4,-0.03301783354499839,11.332466130698595,1.0682637667375234,3430382216.0,73085850330.21649
5,5,5,5,-0.012433782223880098,14.01273837398017,1.1287429552109598,3181720446.0,67139161895.169556
6,6,6,6,-0.1688013281823051,11.442012118397727,0.77528260467173,4034271590.0,86465917145.33618
7,7,7,7,0.2071774776078256,11.647451065702741,1.0963734971967252,3270171410.0,69134615072.3764
8,8,8,8,0.2323635413684225,12.34878051020551,1.058841946247163,3385408582.0,71782800545.7276
9,9,9,9,0.18825902939114766,12.584763310067437,0.9412517628925064,4071523654.0,88418822662.77946
10,10,10,10,0.09024285749612264,9.762344359404764,1.1901769037359806,3021404078.0,63546887708.261314
11,11,11,11,0.08027292122924531,11.928923380165827,1.177341588006343,3058492614.0,64366465216.07131
12,12,12,12,0.2191338825944125,12.425420380130179,1.073320422263279,3334775084.0,70603487511.98152
13,13,13,13,0.04164975165671808,12.937988955169242,0.8460124922147146,4282290994.0,93114859550.59381
14,14,14,14,0.2260664275746649,15.577353723068333,1.2035601516909007,3002904900.0,63079511391.78901
15,15,15,15,-0.020232497131720126,17.915276574416264,0.7965902696893925,4077577154.0,87610148536.75763
16,16,16,16,0.15510973609646975,11.967641421799607,1.1230969631677692,3268901484.0,69413931449.06041
17,17,17,17,0.16194805932479206,12.860846036894474,1.0161094315141388,3630809586.0,77816322860.9992
18,18,18,18,0.2332786222063624,12.947677767831395,1.0899562880306268,3291159872.0,69611548648.3721
19,19,19,19,-0.008734503958235693,4.070602724589059,1.3684673505899887,2542880560.0,52649868267.742294
20,20,20,20,0.00017340102102475944,0.0681858303249764,1.310700699932109,2665567140.0,55416079974.851585
