,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.001439327676090001,7.156005040541474,1.6380962046345946,1888817512.0,37931830258.600746
1,1,1,1,1,-0.0233505551445556,8.109548661570921,1.4067882581714855,2410526670.0,49612623054.06255
2,2,2,2,2,-0.00023411106555567028,10.79499471910091,1.7265359353011691,1719624984.0,34203391256.377956
3,3,3,3,3,-0.002578953793121724,8.513146873984764,1.7300735357289445,1727262762.0,34385210106.49556
4,4,4,4,4,0.010688536959527794,9.628044094548576,1.598068854565894,1987875762.0,40152363675.07408
5,5,5,5,5,-0.03207280534206775,7.91722847078678,1.4029377186992806,2418429756.0,49776733396.43974
6,6,6,6,6,0.03691064462396253,8.049558217559518,1.440121729496761,2330725204.0,47821741265.47809
7,7,7,7,7,0.002321886435486208,7.851620916337694,1.600774227152434,1977641402.0,39913054982.92439
8,8,8,8,8,-0.0030127418370432487,7.756782121427885,1.664958655431842,1841051518.0,36881432553.53347
9,9,9,9,9,-0.089738020971845,8.717095232420125,1.1292888398155323,3198383526.0,67618463056.69731
10,10,10,10,10,0.035433455473931674,6.8625823181862495,1.3879452535752042,2463308264.0,50793637822.7884
11,11,11,11,11,-0.0010164577842397386,7.468267750432036,1.6051483864102267,1976608530.0,39904354697.263374
12,12,12,12,12,-0.006207729518963894,7.970765897147904,1.6293676565282635,1927281222.0,38805640013.97138
13,13,13,13,13,0.011991136365931352,8.794232790829733,1.604729616724392,1975935130.0,39892864685.59109
14,14,14,14,14,-0.01071812634294628,8.609128451140041,1.6359772660420389,1908894832.0,38395473116.60302
15,15,15,15,15,0.00797257384985448,8.632629963879644,1.578660390691608,2025456754.0,40976034541.40062
16,16,16,16,16,-0.005775303067820471,8.406112232624173,1.690285323296097,1807686986.0,36166291355.03902
17,17,17,17,17,-0.009203685036074556,8.020125369295657,1.647912156752069,1875762588.0,37650559075.53767
18,18,18,18,18,-0.001968423043711517,8.233479632806253,1.657460523414769,1868102900.0,37490665741.98092
19,19,19,19,19,0.005395708924237807,4.1574421549014655,1.5421123552797036,2094209678.0,42502350021.03967
20,20,20,20,20,-0.0004805410222500171,0.11691899069437575,0.8648462953894733,4833425712.0,106791512550.1738
