,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,-0.01586278829884026,9.525815143162024,1.5190723209318762,2189697786.0,44685760049.49245
1,1,1,1,-0.0530426955044486,10.484964472000577,1.4031544267558527,2407783278.0,49528818595.531166
2,2,2,2,-0.026291670816395704,11.965709408833225,1.5749833880223365,2025896108.0,40985336001.57513
3,3,3,3,-0.04943478108962728,11.125488050208798,1.4868854085006569,2212508242.0,45148899926.5844
4,4,4,4,-0.027933249997023873,9.237620480108696,1.5423962532119817,2138573584.0,43543712758.61082
5,5,5,5,0.030942628908380086,10.18099455326974,1.3837278534933763,2479880594.0,51190540398.89206
6,6,6,6,-0.0534504745350715,11.917178308384607,1.4335108180005693,2344001626.0,48110997894.33459
7,7,7,7,-0.013499469624650364,8.887806267048166,1.5049337424239166,2179262012.0,44410794928.30924
8,8,8,8,-0.06794025798923542,12.093613130139316,1.5009415953024225,2175152962.0,44302921709.54771
9,9,9,9,-0.024491093986606063,12.025407045077731,1.3845384555209228,2449761350.0,50481105544.904915
10,10,10,10,0.01897328430978453,10.473817425879092,1.4113899621489503,2396475022.0,49293231607.13771
11,11,11,11,0.002327730606236759,10.625336189047117,1.383290426800409,2468227942.0,50903716585.56118
12,12,12,12,0.0396862809090975,14.220664159539465,1.508869114514881,2172696744.0,44256029233.562195
13,13,13,13,0.002087555248794975,12.994432587851374,1.502718554204962,2204043194.0,44982757509.328995
14,14,14,14,0.05638440816981991,15.405890231070185,1.5866817999893486,2007981830.0,40589968035.16752
15,15,15,15,0.056461412051008325,13.089031475426715,1.4643426150863013,2272503208.0,46497534491.23842
16,16,16,16,-0.039455625131882034,11.653543803027954,1.5563371459028832,2068352784.0,41941631502.331535
17,17,17,17,-0.056964892167002436,12.073332202325599,1.3703744267973845,2478608310.0,51133036452.82707
18,18,18,18,0.011537290667576562,14.453129864191306,1.5118479659974335,2181418178.0,44473593053.94071
19,19,19,19,-0.1290742624918028,7.5670128169155015,1.0086221727454154,3618878050.0,77382828405.36348
20,20,20,20,0.00038907872377866634,0.08733231219275306,1.4709321483384565,2897611378.0,61647947242.41279
