,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0.0044708344321122175,9.558119733221499,1.6663392465544529,362452068.0,6687636037.5674925
1,1,1,1,0.0007006525903742176,12.467735296144864,1.7993675816197254,315929500.0,5742103325.880195
2,2,2,2,0.019764932822885176,7.8412718773026375,1.5346257239957637,404417170.0,7538591554.442685
3,3,3,3,0.054947788591896536,7.744404987362273,1.4556973957962525,446735430.0,8426597759.538669
4,4,4,4,-0.019462211971560842,7.9885786672729076,1.413871793041468,462207944.0,8746178530.623198
5,5,5,5,0.07169234134377578,8.38180020002015,1.212333409440202,580759186.0,11265988987.091022
6,6,6,6,0.030338071522635443,7.308541029822796,1.653987261277922,359163446.0,6613245408.076102
7,7,7,7,-0.024583665581258518,11.320383318747368,1.7072771864887115,343343522.0,6292935563.431664
8,8,8,8,0.024692134755634792,8.489221652859205,1.6591068183650801,361354556.0,6659668604.895028
9,9,9,9,0.025209976574230256,11.707542349593153,1.7163507971184055,338621322.0,6196513720.871944
10,10,10,10,-0.004582269732492426,8.659360843204894,1.6641624948279223,366772976.0,6779169314.133662
11,11,11,11,0.027037189006526567,9.22091096959568,1.5365134724583376,408296208.0,7623918308.6570425
12,12,12,12,0.049937206864864386,9.825544848097099,1.3340293804293408,518529768.0,9936334247.148718
13,13,13,13,0.03764568038086629,10.238660906861915,1.7414815055991282,328724386.0,5992476137.535514
14,14,14,14,0.05142346873969432,8.945556054083639,1.5390219570649306,407872776.0,7615405533.844908
15,15,15,15,0.03418374291609355,9.162395578227462,1.6088931334434105,386382018.0,7180871335.582986
16,16,16,16,0.014271833327662926,9.174466344185491,1.6798154743486526,349496214.0,6414528556.961414
17,17,17,17,0.03531267715343148,9.30618507123974,1.5857965286549214,389320414.0,7235090179.060591
18,18,18,18,-0.022104826796606667,11.634933933284847,1.597529971072839,382872856.0,7098806443.5515
19,19,19,19,-0.030595310074691382,4.760024620832648,1.6257673928996075,372679548.0,6890669823.358363
20,20,20,20,0.00045607394010874,0.09855559911711348,1.5314823694736133,532180332.0,10386669826.002008
