,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,0.02183231529979814,10.4597152039984,1.0604984553252537,3547855456.0,75852698470.8626
1,1,1,1,1,-0.008800104693396949,8.536496586038398,1.4886355505356594,2238381378.0,45749307348.35387
2,2,2,2,2,0.030950835633324337,7.602182524677775,1.3658501846382414,2505708540.0,51742802653.35414
3,3,3,3,3,0.03502754558855622,7.3471784576121175,1.2907036361182873,2733110752.0,56956876247.71293
4,4,4,4,4,0.013166188620087385,7.747300596502197,1.277842879577908,2807295892.0,58649633649.57244
5,5,5,5,5,0.047146458868513416,6.314156638240068,1.1289509521752552,3228597288.0,68363833021.10567
6,6,6,6,6,-0.04705519678604921,6.6238474198298825,0.9731639596160215,3916904116.0,84674495644.25479
7,7,7,7,7,0.08311106137815677,6.422365920967089,0.9676482104730136,3698986462.0,79095456375.74763
8,8,8,8,8,0.09266341490859996,7.3249443940637375,0.9433261342990665,3677950000.0,78384066551.05237
9,9,9,9,9,0.08714464449879128,6.540303200317638,1.033165246755343,3547056308.0,75726513434.90294
10,10,10,10,10,0.05351604331984616,5.439455845942348,1.135974762501372,3204206982.0,67768811009.50538
11,11,11,11,11,0.01648550614453671,6.067372773500186,1.0549275886992928,3508692510.0,74869903004.26314
12,12,12,12,12,0.07565095045587493,6.496802741733976,1.2598305241549954,2816312824.0,58872233987.77013
13,13,13,13,13,-0.12476989502462407,7.688690800827348,0.9399709400514381,3957346692.0,85448506449.62604
14,14,14,14,14,0.058597137354203625,7.957988213478888,1.3186559870408234,2695551434.0,56098480530.011536
15,15,15,15,15,0.055697165884078234,7.978750993064043,1.2851830602653218,2813513084.0,58817709783.35228
16,16,16,16,16,0.05675942688832278,8.153545068775538,1.353845812959663,2567063762.0,53160985084.60767
17,17,17,17,17,0.024617526534822725,7.296137812829317,1.3061502432145398,2682748392.0,55780273659.65601
18,18,18,18,18,0.03384302239956556,6.887690604386807,1.3117782520682508,2688181798.0,55938438852.63679
19,19,19,19,19,0.045144854182555136,3.8964506170587,0.7950563884416922,4185096830.0,90359228282.1086
20,20,20,20,20,0.004048885844167388,0.2554188601037459,0.2273729010247242,7588234582.0,172573909681.4984
