,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,0.009548426838612864,8.382276434004833,1.6034008405056575,1950228256.0,39280227112.09199
1,1,1,1,1,0.01807586436575118,9.765765825303838,1.6478853460731249,1890385868.0,37990506381.448006
2,2,2,2,2,0.01716719057944209,9.197863823540104,1.495725140926558,2212004944.0,45141915537.36455
3,3,3,3,3,0.02765841365439384,8.394306401453262,1.4938916278987346,2237887020.0,45756649687.13828
4,4,4,4,4,0.07227713325130466,9.160761041251725,1.301790189350826,2670870764.0,55484374044.10375
5,5,5,5,5,-0.006011421538768053,8.102113218243767,1.6641271546370613,1846386258.0,37002312830.994095
6,6,6,6,6,0.037381251434420684,9.670835757564575,1.4607117708541397,2293792838.0,46983840744.82989
7,7,7,7,7,0.04411713600022681,11.027062465972085,1.3999264641468907,2463984898.0,50853796582.45385
8,8,8,8,8,0.028516128824742238,11.995741545967318,1.552786705779509,2113046552.0,42950837622.99493
9,9,9,9,9,0.05647238807125592,11.593267919011275,1.5102544687931634,2230413170.0,45611388951.69552
10,10,10,10,10,0.030544340772758968,7.531346763589827,1.4799832707189606,2250179458.0,46009329414.754616
11,11,11,11,11,0.0052685287843957426,8.516283554767758,1.6056190927131626,1990371818.0,40221598318.14204
12,12,12,12,12,0.05264853624260251,13.683110636533995,1.499409596587264,2263308734.0,46367809169.93726
13,13,13,13,13,0.052979019180369895,14.09998004210752,1.4991976739140636,2270250640.0,46547329299.367966
14,14,14,14,14,0.032403254480801696,12.29797583794184,1.516822044219448,2214656132.0,45273782382.67784
15,15,15,15,15,0.06323504851015767,12.564529479162195,1.4993557443758556,2245553480.0,45947557931.46667
16,16,16,16,16,0.029403138868390907,8.824072215653501,1.5633128722027012,2074821114.0,42093113142.75322
17,17,17,17,17,0.04886212701274631,11.97858169642446,1.5203956039588742,2203846950.0,45017722409.93605
18,18,18,18,18,0.07987610995153482,14.733799294710126,1.4558246343910066,2395102424.0,49354077766.42285
19,19,19,19,19,0.006430282016290471,4.4331239022266455,1.5208654158621893,2141161802.0,43557794181.24391
20,20,20,20,20,-0.0003451908189843875,0.0602669760666907,1.2229248896072367,3253452760.0,69254546118.48795
