,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,-0.039727339648641585,17.765010645479826,1.6757862785511635,215016288.0,3854460048.2614183
1,1,1,1,0.20130158280986168,14.245348736613385,1.5439320993782488,242730556.0,4402275818.998293
2,2,2,2,-0.01881484739238108,10.572390262725557,1.5889476115042385,234795276.0,4246439758.939988
3,3,3,3,-0.10961128615458998,10.337811108827855,1.6694865676208783,214515940.0,3838800415.0551295
4,4,4,4,0.057863708049059014,14.253388864482515,1.7287947177553322,199968418.0,3549363833.485279
5,5,5,5,-0.03264772327741895,8.686661069951063,1.62440303687747,223034006.0,4006509849.1748724
6,6,6,6,-0.09547322466363437,8.963417643735884,1.6365166228444454,222420334.0,3997156014.725827
7,7,7,7,-0.2554443944677097,9.788813719734105,1.3567901589398026,302472766.0,5634665462.881969
8,8,8,8,-0.04062313007680099,9.359886090041089,1.5850726269829354,235496142.0,4262083269.7507544
9,9,9,9,-0.06889408164283885,10.123490126869859,1.7092943318219698,206143772.0,3673122705.307241
10,10,10,10,0.021577048979165927,10.54200746256317,1.8644092788604252,173733404.0,3034248510.1805944
11,11,11,11,0.13033330691761286,10.639564231182858,1.568845317022794,240117020.0,4353878545.654602
12,12,12,12,0.03813508796161316,10.569092351916378,1.6568387794277553,221215572.0,3979664853.2762637
13,13,13,13,0.2144202169851331,14.33817196402369,1.506691225837898,258522584.0,4730333760.537758
14,14,14,14,0.20363263054947328,15.003476820225641,1.6659346501338186,214064000.0,3830385775.9302864
15,15,15,15,0.13421067746613696,16.347588492746613,1.7038026440049576,206872910.0,3687752361.5044336
16,16,16,16,-0.036993299829863366,11.114632966931405,1.6195882956860848,227581644.0,4103293361.2374163
17,17,17,17,-0.01067549647584824,9.861966807736517,1.681960827947216,212774934.0,3806342197.1643577
18,18,18,18,0.11080002911582296,15.225149346325034,1.5910778971441604,231763478.0,4183807164.778338
19,19,19,19,0.036586008016310685,5.058720362290206,1.568548134191259,238967270.0,4330451077.902376
20,20,20,20,0.0031631770932691672,0.17802240861918833,1.501871148617836,286125652.0,5319482092.743462
