,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,-0.13291593989271105,9.327812550092727,1.4089276569173335,280736850.0,5176369429.927766
1,1,1,1,1,0.06381317632911887,5.577704869780425,1.574472868015678,235006750.0,4246196797.3784084
2,2,2,2,2,0.03561690699200268,9.180404580041367,1.6498221345009174,220781680.0,3965501780.817616
3,3,3,3,3,-0.0387137555583764,8.527542304321365,1.641082278161871,223432992.0,4020035280.415463
4,4,4,4,4,0.11834148928745952,9.960146145068986,1.4810754628702687,258502784.0,4719526429.316457
5,5,5,5,5,-0.05470453298709879,6.542643195317731,1.5242528318502362,252180550.0,4598767633.191843
6,6,6,6,6,0.0276646071208628,6.996613542197934,1.5896911985911626,234870574.0,4246992185.5567465
7,7,7,7,7,-0.03189888575249448,7.336691869321091,1.6871733460141147,211900810.0,3790016945.0919523
8,8,8,8,8,-0.012832617644645836,8.848599909621573,1.7356696555929714,202488296.0,3604235039.678706
9,9,9,9,9,-0.008752544654051855,10.038326248793604,1.4356146940642704,277180478.0,5104548336.173719
10,10,10,10,10,0.0334109064854152,6.538817702097262,1.6685631185173229,213279782.0,3813508029.1944737
11,11,11,11,11,-0.057541964805582976,7.026495194452687,1.244458836794664,339751326.0,6406939921.214444
12,12,12,12,12,-0.0499768798179968,9.220928570753074,1.673329357053444,214287300.0,3836555191.9097476
13,13,13,13,13,0.023249122824883426,9.365902917215152,1.5849221245426681,236113874.0,4273754907.1036844
14,14,14,14,14,-0.019061395696904137,8.981407857188318,1.6344573491631091,226152690.0,4076558301.1632247
15,15,15,15,15,-0.00793228316184222,9.203893301598608,1.6267461683139042,226642650.0,4083215098.813233
16,16,16,16,16,-0.0933090115072278,10.091126733808773,1.5935066931168111,234587366.0,4245137157.2589135
17,17,17,17,17,0.0047701711111483676,9.85901918362179,1.6779747357406922,212969784.0,3809142589.9499784
18,18,18,18,18,0.00743499337605622,10.044351548248002,1.5623491906779539,241388350.0,4379540779.531274
19,19,19,19,19,-0.02452989020210196,3.361981915692168,1.688308806625331,211595768.0,3782896900.097375
20,20,20,20,20,0.002064980217049901,0.14846570435746628,1.258441543212325,405076224.0,7854016730.375368
