,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,-0.0022398816452009348,8.306759891817734,1.609153209505134,228459450.0,4118410820.535147
1,1,1,1,-0.11527195882992887,21.733581309809853,1.7647546629558386,191794162.0,3386020654.4279284
2,2,2,2,-0.06458426319103218,11.957616484694158,1.5607003936119561,239870626.0,4348650378.251842
3,3,3,3,-0.044893826899551466,11.953620652021465,1.7156555197983996,203897070.0,3628316049.9196825
4,4,4,4,-0.3144761448851309,18.67031231480536,1.5603844487434881,235828068.0,4260320080.3985114
5,5,5,5,0.021707850674033274,9.496892833834368,1.6899325450687495,209143582.0,3730714698.293943
6,6,6,6,-0.0017425601506822807,8.276004133233995,1.471678096505148,264403492.0,4844230140.311687
7,7,7,7,0.3084779769917253,10.66839246298743,1.3465689865394705,303954362.0,5662228965.612692
8,8,8,8,-0.04216946184221585,11.81120243650925,1.6976207329264648,210731942.0,3767363337.953969
9,9,9,9,0.028567008251087045,10.307285023739244,1.7388712647894722,200430932.0,3560370379.8772635
10,10,10,10,0.06739446324362935,9.792044516260805,1.557705373291011,241241262.0,4374937656.300196
11,11,11,11,0.09682993968838248,9.958458532745516,1.6831014816355718,210561220.0,3758973473.883853
12,12,12,12,0.22459724247060875,15.708682207962134,1.557539847270362,244369772.0,4441768651.04447
13,13,13,13,0.09630482383036852,14.302203635693825,1.6512357652363467,224353690.0,4044197510.99043
14,14,14,14,0.4194143659624596,20.096056512587683,1.3390294148496615,312931082.0,5851089306.534329
15,15,15,15,0.17461022134361248,14.677720234479734,1.6629599018812664,219367274.0,3940489147.1191683
16,16,16,16,-0.006474223889830269,11.543934515141931,1.5897350475881489,230937384.0,4166117271.0672283
17,17,17,17,0.02491136975234655,10.997809911208133,1.690108591418598,210971600.0,3769472527.537397
18,18,18,18,0.08057665622224956,14.232640646862032,1.5818751430899718,243145280.0,4421640424.66393
19,19,19,19,-0.013722107441874907,5.1681708988032335,1.629753327214399,224908386.0,4049839734.7496867
20,20,20,20,0.00021364900877589519,0.10629102577247856,1.4819127121185902,332539174.0,6349587304.564959
