,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0.3197288292240922,12.439134492763767,1.3414247108453097,312254906.0,5843932358.130296
1,1,1,1,-0.01954324848585909,8.187150600440463,1.700514696842772,207071366.0,3691160920.490959
2,2,2,2,-0.10754518966102908,7.5149767423502825,1.5228763946270063,248194954.0,4516259060.408415
3,3,3,3,-0.03218699711158834,7.697435084247125,1.734079187801889,197800956.0,3504826876.8813624
4,4,4,4,-0.103632659447091,8.756076385288026,1.703197191022311,204241458.0,3630733369.808753
5,5,5,5,-0.1809839690620676,11.904989664038546,1.4445371300239027,277547646.0,5119453904.390914
6,6,6,6,-0.0955080111757564,7.041463938458303,1.589397749127368,234111174.0,4233637881.55319
7,7,7,7,-0.3056610617017376,12.34233990839952,1.4639924610329644,271042154.0,4982346790.5273905
8,8,8,8,0.05004671708066056,8.503397736252188,1.4173539595764801,281974064.0,5202748957.425167
9,9,9,9,0.004596067190641811,8.037112327893315,1.7413006213290532,197889914.0,3509073367.687877
10,10,10,10,-0.01000454088172793,5.063695832118166,1.6861071599164243,211109644.0,3772089001.8117104
11,11,11,11,-0.1905971758663682,7.282990436740956,1.157163737901277,359583582.0,6794046462.473066
12,12,12,12,-0.04262708383862058,8.254664899818701,1.5623914770302925,238978978.0,4327641954.116153
13,13,13,13,-0.02570530518472726,9.31607840826744,1.7353256992947768,201485302.0,3583731216.193038
14,14,14,14,-0.4020680096169189,10.639011892889334,1.1349915661228405,372399464.0,7083172415.081679
15,15,15,15,-0.19616789479101504,11.279805769533146,1.492831607203356,256404108.0,4679995341.492452
16,16,16,16,-0.012972672757644995,8.28032818651618,1.5882004873159488,232998816.0,4208345437.018172
17,17,17,17,0.0010240353746066829,8.441733403422067,1.5841448651695542,232187996.0,4189994866.786041
18,18,18,18,0.028659734173107982,8.874081927764994,1.6343834814808325,221602872.0,3980088577.8830423
19,19,19,19,0.08818371298901725,5.460829541131124,1.2984325306366455,316942180.0,5923858559.5274725
20,20,20,20,-0.0006905584270114414,0.10220117152343867,1.427642862722827,336575398.0,6403029675.051579
