,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Mean,Std,Entropy,Energy,Shan_Energy
0,0,0,0,0,0.053182131789486685,8.54315948187258,1.7448574075952512,196605458.0,3482279990.4985304
1,1,1,1,1,-0.012336333633502635,8.460112429447394,1.7393471406860552,198021162.0,3510803137.4462657
2,2,2,2,2,0.10763749925895984,8.95105327084959,1.6445788346452903,218357316.0,3913498182.775752
3,3,3,3,3,0.028553923016361095,8.790903073342067,1.6792908410826253,211451874.0,3776387122.7586417
4,4,4,4,4,0.029395452209364806,6.738287566179878,1.7352977512377414,199667194.0,3544349074.8551226
5,5,5,5,5,0.046979385824415736,9.880213245360027,1.7851847397310248,187432846.0,3300376481.3778014
6,6,6,6,6,0.05963863065399445,7.9655964225532605,1.700181168907165,206575746.0,3679896950.9534664
7,7,7,7,7,-0.03685519736139766,14.646406963330062,1.7494027041911469,197939452.0,3511519581.715788
8,8,8,8,8,0.15175833712669587,9.867359947630028,1.6177207548128798,224169874.0,4027619171.523733
9,9,9,9,9,0.052883387345219884,12.191406702764695,1.6611506351299956,215534826.0,3858808121.221089
10,10,10,10,10,0.05435586228032973,8.008027128727353,1.7685775636724408,192438826.0,3400552326.8544445
11,11,11,11,11,-0.021509276538367133,11.54089332087382,1.612848583075697,228937588.0,4130293008.6269774
12,12,12,12,12,-0.06891448684144272,15.111813429655195,1.7522902197806771,194719788.0,3443702361.4031944
13,13,13,13,13,-0.02492407288252772,15.076881552798708,1.6430677598100687,218970292.0,3925042656.237993
14,14,14,14,14,-0.01888035591060747,17.558340868920723,1.695281411230713,204681976.0,3637821005.1771874
15,15,15,15,15,-0.10452294710833912,17.569791017679837,1.5755583577023773,235736990.0,4263040414.525552
16,16,16,16,16,0.11919503782529073,12.400807253466725,1.6787849202398248,210115640.0,3748563498.6620774
17,17,17,17,17,0.1219632660060508,11.309284420441156,1.615772564525213,227195186.0,4090999207.6187997
18,18,18,18,18,0.09411698228131672,15.14564884213516,1.6570597395071074,214841270.0,3842768106.4591775
19,19,19,19,19,0.032314825304138615,5.139692978517363,1.6825265324613605,212798860.0,3805730683.9577227
20,20,20,20,20,0.003418923164831794,0.12499649765784587,1.49149696027246,280250922.0,5188141924.086093
